id,name,clubNumber,district,country,city,website,meetingDay,localTime,timezone,durationMin,frequency,format,language,zoomLink,contactName,contactEmail,guestPolicy,guestsMaySpeak,visitorsMayTakeRoles,specialty,classification,activity,notes,sourceUrl,verified,lastVerified,verificationLevel,region
"tokyo-international-japan","Tokyo International Toastmasters Club","01039199","","Japan","Tokyo","https://www.toastmasters.org/Find-a-Club/01039199-tokyo-international-toastmasters-club","Wednesday","19:00","Asia/Tokyo","90","2nd, 4th & 5th Wednesday","hybrid","English","","","","Guests welcome, no obligation to participate","","","international","PRACTICE; INTERNATIONAL","","In-person at Shinagawa Citizens Hall with online attendance allowed. 7pm JST = 6am ET (EDT) - within window.","https://www.toastmasters.org/Find-a-Club/01039199-tokyo-international-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"bloomberg-tokyo-japan","Bloomberg Tokyo English/Japanese Toastmasters","05420274","","Japan","Tokyo","https://www.toastmasters.org/Find-a-Club/05420274-bloombergtokyoenglishjapanesetoastmasters","Wednesday","12:00","Asia/Tokyo","60","2nd & 4th Wednesday","hybrid","English/Japanese","","","","May have professional/educational prerequisites; contact club first","","","business","PROFESSIONAL","","Lunchtime bilingual club at Bloomberg's Marunouchi office; online attendance allowed. Noon JST = 11pm ET the previous day (EDT) - fits overnight window well.","https://www.toastmasters.org/Find-a-Club/05420274-bloombergtokyoenglishjapanesetoastmasters","true","2026-09-25","official","Asia-Pacific"
"lseg-japan-tokyo","LSEG Japan Toastmasters Club","28677087","","Japan","Tokyo","https://www.toastmasters.org/Find-a-Club/28677087-lseg-japan-toastmasters-club","Wednesday","12:00","Asia/Tokyo","60","2nd Thursday & 4th Wednesday","hybrid","English","","","","May have professional/educational prerequisites; contact club first","","","business","PROFESSIONAL","","Corporate club at LSEG's Akasaka Biz Tower office, Tokyo; online attendance allowed. Noon JST = 11pm ET previous day (EDT).","https://www.toastmasters.org/Find-a-Club/28677087-lseg-japan-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"sunday-bilingual-seoul-korea","Sunday Bilingual Toastmasters","01817805","","South Korea","Seoul","https://www.toastmasters.org/Find-a-Club/01817805-sunday-bilingual-toastmasters","Sunday","16:00","Asia/Seoul","120","1st & 3rd Sunday","hybrid","English/Korean","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Bilingual club in Seocho-gu, Seoul; in-person and online attendance both welcomed. 4pm KST Sun = 3am ET Sun (EDT) - good weekend overnight fit.","https://www.toastmasters.org/Find-a-Club/01817805-sunday-bilingual-toastmasters","true","2026-09-25","official","Asia-Pacific"
"english-conversation-taiwan","English Conversation Toastmasters Club","05518097","","Taiwan","Taipei (online)","https://www.toastmasters.org/Find-a-Club/05518097-05518097","Tuesday","20:00","Asia/Taipei","90","1st & 3rd Tuesday","online","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Online only via Zoom (room opens 7:40pm). 8pm Taipei = 8am ET (EDT) - right at the edge of the target window.","https://www.toastmasters.org/Find-a-Club/05518097-05518097","true","2026-09-25","official","Asia-Pacific"
"universitas-indonesia-depok","Universitas Indonesia Toastmasters Club","01197998","","Indonesia","Depok","https://www.toastmasters.org/Find-a-Club/1197998-universitas-indonesia-toastmasters-club","Wednesday","18:30","Asia/Jakarta","120","weekly","hybrid","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Explicitly described as 'Online Zoom & Hybrid (online and Onsite)'. 6:30pm WIB = 7:30am ET (EDT) - edge of window.","https://www.toastmasters.org/Find-a-Club/1197998-universitas-indonesia-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"jakarta-toastmasters-club","Jakarta Toastmasters Club","00004067","","Indonesia","Jakarta","https://www.toastmasters.org/Find-a-Club/00004067-jakarta-toastmasters-club","Monday","19:00","Asia/Jakarta","90","weekly","hybrid","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Chartered 1979, one of the oldest clubs in Indonesia. Meets at Ministry of Education Library, Jakarta; online attendance allowed. 7pm WIB = 8am ET (EDT) - edge of window.","https://www.toastmasters.org/Find-a-Club/00004067-jakarta-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"cloud-122-pakistan","Cloud 122","","D122","Pakistan","Online (Pakistan)","https://web.facebook.com/Cloud122TMClub","Friday","19:00","Asia/Karachi","105","weekly","online","English","","","","","","","general","PRACTICE","","Listed as the online-only club for District 122 Pakistan on the district's official club list page. 7pm PKT Fri = 9am ET Fri (EDT) - outside overnight window but included as Pakistan's clearest online option.","https://www.toastmasters.pk/join/clubs-in-district-122tc/","true","2026-09-25","district","Asia-Pacific"
"ghd-manila-philippines","GHD Manila Toastmasters Club","00001871","D75","Philippines","Makati City","https://www.toastmasters.org/Find-a-Club/00001871-ghd-manila-toastmasters-club","Wednesday","12:00","Asia/Manila","120","2nd & 4th Wednesday","hybrid","English","","","","Guests welcome, no obligation to participate","","","business","PROFESSIONAL","","GHD corporate club, hybrid (Zoom/Teams + in-person, Makati/Cebu). Noon PHT = midnight ET (EDT) - solidly within overnight window.","https://www.toastmasters.org/Find-a-Club/00001871-ghd-manila-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"gsc-philippines-qc","GSC Philippines Toastmasters Club","07825501","D75","Philippines","Quezon City","https://www.toastmasters.org/Find-a-Club/07825501-gsc-philippines-toastmasters-club","Friday","18:00","Asia/Manila","120","2nd & 4th Friday","hybrid","English","","","","Corporate club for HSBC GSC PH employees; online attendance allowed","","","business","PROFESSIONAL","","HSBC GSC Philippines corporate club; hybrid in-person/Zoom. 6pm PHT = 6am ET (EDT) - within window.","https://www.toastmasters.org/Find-a-Club/07825501-gsc-philippines-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"adp-philippines-makati","ADP Philippines Toastmasters Club","28676878","D75","Philippines","Makati","https://www.toastmasters.org/Find-a-Club/28676878-adp-philippines-toastmasters-club","Friday","04:00","Asia/Manila","90","weekly","hybrid","English","","","","May have professional/educational prerequisites; contact club first","","","business","PROFESSIONAL","","Corporate ADP club with an unusually early 4am PHT start (likely timed for a US-based ADP team); online attendance allowed. 4am PHT Fri = 4pm ET Thu (EDT) - outside the target overnight window despite the early local hour.","https://www.toastmasters.org/Find-a-Club/28676878-adp-philippines-toastmasters-club","true","2026-09-25","official","Asia-Pacific"
"up-manila-club","UP Manila Club","00009225","D75","Philippines","Manila","https://www.toastmasters.org/Find-a-Club/00009225-up-manila-club","Saturday","15:00","Asia/Manila","120","2nd & 4th Saturday","hybrid","English","","","","Guests welcome, no obligation to participate","","","general","PRACTICE","","Meets at UP Manila College of Public Health; online attendance allowed. 3pm PHT Sat = 3am ET Sat (EDT) - good weekend overnight fit.","https://www.toastmasters.org/Find-a-Club/00009225-up-manila-club","true","2026-09-25","official","Asia-Pacific"
"global-elite-hongkong","Global Elite Toastmasters Club","","","Hong Kong","Causeway Bay","https://www.globalelitetoastmasters.org/events","Wednesday","19:30","Asia/Hong_Kong","120","biweekly","hybrid","English","","","","","","","general","PRACTICE","active - upcoming meetings scheduled through Dec 2026","Alternates between in-person (Police Officers' Club, Causeway Bay) and Zoom sessions every other Wednesday. 7:30pm HKT = 7:30am ET (EDT) - edge of window.","https://www.globalelitetoastmasters.org/events","true","2026-09-25","official","Asia-Pacific"
